"p";"q";"Pooling";"Site_ID";"Method";"Type";"Scale_obs"
"1371";0.941409708765545;0.758411944505032;4;75;"Rejection";"Sim";4
"1657564";0.999247721004724;0.73658391864378;4;75;"Rejection";"Obs";4
"1372";0.927601486477891;0.765626759265119;3;75;"Rejection";"Sim";3
"1657563";0.999247721004724;0.73658391864378;3;75;"Rejection";"Obs";3
"1373";0.923761052042565;0.764753410760369;2;75;"Rejection";"Sim";2
"1657562";0.999247721004724;0.73658391864378;2;75;"Rejection";"Obs";2
"1374";0.892817576829804;0.775854575104223;1;75;"Rejection";"Sim";1
"1657561";0.999247721004724;0.73658391864378;1;75;"Rejection";"Obs";1
"1375";0.914553427505742;0.552349850052226;5;76;"Rejection";"Sim";5
"2423900";0.919309920899959;0.544568208392802;5;76;"Rejection";"Obs";5
"1376";0.91426137573945;0.551401080245531;4;76;"Rejection";"Sim";4
"2423899";0.919309920899959;0.544568208392802;4;76;"Rejection";"Obs";4
"1377";0.923311594401112;0.545854260919097;3;76;"Rejection";"Sim";3
"2423898";0.919309920899959;0.544568208392802;3;76;"Rejection";"Obs";3
"1378";0.933254873774414;0.540155130998871;2;76;"Rejection";"Sim";2
"2423897";0.919309920899959;0.544568208392802;2;76;"Rejection";"Obs";2
"1379";0.920877219274434;0.551545475095092;1;76;"Rejection";"Sim";1
"2423896";0.919309920899959;0.544568208392802;1;76;"Rejection";"Obs";1
"1380";0.656646712920027;0.72480456249117;5;77;"Rejection";"Sim";5
"1246305";0.689146009123842;0.704669062112098;5;77;"Rejection";"Obs";5
"1381";0.647877378425495;0.729928890656432;4;77;"Rejection";"Sim";4
"1246304";0.689146009123842;0.704669062112098;4;77;"Rejection";"Obs";4
"1382";0.652697941172377;0.727331120139122;3;77;"Rejection";"Sim";3
"1246303";0.689146009123842;0.704669062112098;3;77;"Rejection";"Obs";3
"1383";0.661121267427072;0.721930403452031;2;77;"Rejection";"Sim";2
"1246302";0.689146009123842;0.704669062112098;2;77;"Rejection";"Obs";2
"1384";0.673575335650948;0.713597981173195;1;77;"Rejection";"Sim";1
"1246301";0.689146009123842;0.704669062112098;1;77;"Rejection";"Obs";1
"1385";0.871641311920406;0.65447405355202;5;78;"Rejection";"Sim";5
"317640";0.887526328254017;0.642898579869059;5;78;"Rejection";"Obs";5
"1386";0.870442624148341;0.654196920621156;4;78;"Rejection";"Sim";4
"317639";0.887526328254017;0.642898579869059;4;78;"Rejection";"Obs";4
"1387";0.877166199861723;0.650994230374148;3;78;"Rejection";"Sim";3
"317638";0.887526328254017;0.642898579869059;3;78;"Rejection";"Obs";3
"1388";0.89576392963027;0.638579023272103;2;78;"Rejection";"Sim";2
"317637";0.887526328254017;0.642898579869059;2;78;"Rejection";"Obs";2
"1389";0.904739428106469;0.636978723883114;1;78;"Rejection";"Sim";1
"317636";0.887526328254017;0.642898579869059;1;78;"Rejection";"Obs";1
"1390";0.861666551985485;0.669613028535567;5;79;"Rejection";"Sim";5
"2531890";0.772579880949247;0.717272036749547;5;79;"Rejection";"Obs";5
"1391";0.862676344190249;0.669090880203317;4;79;"Rejection";"Sim";4
"2531889";0.772579880949247;0.717272036749547;4;79;"Rejection";"Obs";4
"1392";0.871619297647375;0.662747475790498;3;79;"Rejection";"Sim";3
"2531888";0.772579880949247;0.717272036749547;3;79;"Rejection";"Obs";3
"1393";0.87767285674434;0.658595718199742;2;79;"Rejection";"Sim";2
"2531887";0.772579880949247;0.717272036749547;2;79;"Rejection";"Obs";2
"1394";0.863303130892295;0.668220108678659;1;79;"Rejection";"Sim";1
"2531886";0.772579880949247;0.717272036749547;1;79;"Rejection";"Obs";1
"1395";0.702086896776452;0.349685705376156;5;80;"Rejection";"Sim";5
"5658225";0.701611494881968;0.350740731761829;5;80;"Rejection";"Obs";5
"1396";0.703825015441404;0.346744096622007;4;80;"Rejection";"Sim";4
"5658224";0.701611494881968;0.350740731761829;4;80;"Rejection";"Obs";4
"1397";0.700353616720858;0.352999182787975;3;80;"Rejection";"Sim";3
"5658223";0.701611494881968;0.350740731761829;3;80;"Rejection";"Obs";3
"1398";0.688460486803747;0.375722996703046;2;80;"Rejection";"Sim";2
"5658222";0.701611494881968;0.350740731761829;2;80;"Rejection";"Obs";2
"1399";0.687027032509735;0.378131078348982;1;80;"Rejection";"Sim";1
"5658221";0.701611494881968;0.350740731761829;1;80;"Rejection";"Obs";1
"1400";0.464689244017725;0.841052572494887;5;81;"Rejection";"Sim";5
"2098595";0.458866255089449;0.847287097053773;5;81;"Rejection";"Obs";5
"1401";0.460833946820278;0.843813624701609;4;81;"Rejection";"Sim";4
"2098594";0.458866255089449;0.847287097053773;4;81;"Rejection";"Obs";4
"1402";0.456324342591819;0.84676549135986;3;81;"Rejection";"Sim";3
"2098593";0.458866255089449;0.847287097053773;3;81;"Rejection";"Obs";3
"1403";0.461086146909732;0.84378451867013;2;81;"Rejection";"Sim";2
"2098592";0.458866255089449;0.847287097053773;2;81;"Rejection";"Obs";2
"1404";0.468051882089543;0.839306536909029;1;81;"Rejection";"Sim";1
"2098591";0.458866255089449;0.847287097053773;1;81;"Rejection";"Obs";1
"1405";0.898162647212289;0.132029894126507;5;82;"Rejection";"Sim";5
"164765";0.89696546511477;0.138931706373521;5;82;"Rejection";"Obs";5
"1406";0.899997716468752;0.126283192894219;4;82;"Rejection";"Sim";4
"164764";0.89696546511477;0.138931706373521;4;82;"Rejection";"Obs";4
"1407";0.906419852403544;0.115852240810079;3;82;"Rejection";"Sim";3
"164763";0.89696546511477;0.138931706373521;3;82;"Rejection";"Obs";3
"1408";0.902793047744395;0.123130306715533;2;82;"Rejection";"Sim";2
"164762";0.89696546511477;0.138931706373521;2;82;"Rejection";"Obs";2
"1409";0.910996535338905;0.112316171162557;1;82;"Rejection";"Sim";1
"164761";0.89696546511477;0.138931706373521;1;82;"Rejection";"Obs";1
"1410";0.768050118705629;0.0777849716471559;5;83;"Rejection";"Sim";5
"5952050";0.776036420738882;0.0441480165808357;5;83;"Rejection";"Obs";5
"1411";0.767554383263375;0.0797122040606898;4;83;"Rejection";"Sim";4
"5952049";0.776036420738882;0.0441480165808357;4;83;"Rejection";"Obs";4
"1412";0.770276506295258;0.0719041460766775;3;83;"Rejection";"Sim";3
"5952048";0.776036420738882;0.0441480165808357;3;83;"Rejection";"Obs";3
"1413";0.770537558291065;0.0689125211014056;2;83;"Rejection";"Sim";2
"5952047";0.776036420738882;0.0441480165808357;2;83;"Rejection";"Obs";2
"1414";0.764058526303571;0.0871859335163864;1;83;"Rejection";"Sim";1
"5952046";0.776036420738882;0.0441480165808357;1;83;"Rejection";"Obs";1
"1415";0.585235484369195;0.81691790877772;5;84;"Rejection";"Sim";5
"4085015";0.621209859422831;0.798513404352236;5;84;"Rejection";"Obs";5
"1416";0.585804016558796;0.818082109218081;4;84;"Rejection";"Sim";4
"4085014";0.621209859422831;0.798513404352236;4;84;"Rejection";"Obs";4
"1417";0.600631280741159;0.811078602862709;3;84;"Rejection";"Sim";3
"4085013";0.621209859422831;0.798513404352236;3;84;"Rejection";"Obs";3
"1418";0.612167404913271;0.805114731969729;2;84;"Rejection";"Sim";2
"4085012";0.621209859422831;0.798513404352236;2;84;"Rejection";"Obs";2
"1419";0.647445540243224;0.787475074287751;1;84;"Rejection";"Sim";1
"4085011";0.621209859422831;0.798513404352236;1;84;"Rejection";"Obs";1
"1420";0.73084154596754;0.305175363490882;5;85;"Rejection";"Sim";5
"3489405";0.740217147503319;0.281622853075189;5;85;"Rejection";"Obs";5
"1421";0.729170569486513;0.307778966637628;4;85;"Rejection";"Sim";4
"3489404";0.740217147503319;0.281622853075189;4;85;"Rejection";"Obs";4
"1422";0.729183870710801;0.306943166106541;3;85;"Rejection";"Sim";3
"3489403";0.740217147503319;0.281622853075189;3;85;"Rejection";"Obs";3
"1423";0.718288297276188;0.328427158151052;2;85;"Rejection";"Sim";2
"3489402";0.740217147503319;0.281622853075189;2;85;"Rejection";"Obs";2
"1424";0.729109529107518;0.305423206794424;1;85;"Rejection";"Sim";1
"3489401";0.740217147503319;0.281622853075189;1;85;"Rejection";"Obs";1
"1425";0.889396567810587;0.330061374532104;5;86;"Rejection";"Sim";5
"6270850";0.859792802642628;0.367689720087206;5;86;"Rejection";"Obs";5
"1426";0.878742106544861;0.343919724939456;4;86;"Rejection";"Sim";4
"6270849";0.859792802642628;0.367689720087206;4;86;"Rejection";"Obs";4
"1427";0.890418585326055;0.32706568522341;3;86;"Rejection";"Sim";3
"6270848";0.859792802642628;0.367689720087206;3;86;"Rejection";"Obs";3
"1428";0.882559772734199;0.337729315395718;2;86;"Rejection";"Sim";2
"6270847";0.859792802642628;0.367689720087206;2;86;"Rejection";"Obs";2
"1429";0.869480174678061;0.354698507403677;1;86;"Rejection";"Sim";1
"6270846";0.859792802642628;0.367689720087206;1;86;"Rejection";"Obs";1
"1430";0.457577986954584;0.803252827964388;5;87;"Rejection";"Sim";5
"2039805";0.468678740762701;0.78861797398824;5;87;"Rejection";"Obs";5
"1431";0.456111750174884;0.804941484030338;4;87;"Rejection";"Sim";4
"2039804";0.468678740762701;0.78861797398824;4;87;"Rejection";"Obs";4
"1432";0.458252312393148;0.802439570407134;3;87;"Rejection";"Sim";3
"2039803";0.468678740762701;0.78861797398824;3;87;"Rejection";"Obs";3
"1433";0.459393368257614;0.801493466621873;2;87;"Rejection";"Sim";2
"2039802";0.468678740762701;0.78861797398824;2;87;"Rejection";"Obs";2
"1434";0.451371566205019;0.808599222772014;1;87;"Rejection";"Sim";1
"2039801";0.468678740762701;0.78861797398824;1;87;"Rejection";"Obs";1
"1435";0.80420647423119;0.56521730169456;5;88;"Rejection";"Sim";5
"2909945";0.788918007162764;0.577434736925818;5;88;"Rejection";"Obs";5
"1436";0.800386926326186;0.568338897153495;4;88;"Rejection";"Sim";4
"2909944";0.788918007162764;0.577434736925818;4;88;"Rejection";"Obs";4
"1437";0.824774916732398;0.546561857710488;3;88;"Rejection";"Sim";3
"2909943";0.788918007162764;0.577434736925818;3;88;"Rejection";"Obs";3
"1438";0.831471681924519;0.543050996153361;2;88;"Rejection";"Sim";2
"2909942";0.788918007162764;0.577434736925818;2;88;"Rejection";"Obs";2
"1439";0.824347051229085;0.548744810132413;1;88;"Rejection";"Sim";1
"2909941";0.788918007162764;0.577434736925818;1;88;"Rejection";"Obs";1
"1440";0.87001084173002;0.3315969906314;5;89;"Rejection";"Sim";5
"4293790";0.855399246670437;0.359660717386396;5;89;"Rejection";"Obs";5
"1441";0.86870358692941;0.335112662439101;4;89;"Rejection";"Sim";4
"4293789";0.855399246670437;0.359660717386396;4;89;"Rejection";"Obs";4
"1442";0.867426487878856;0.334879245020211;3;89;"Rejection";"Sim";3
"4293788";0.855399246670437;0.359660717386396;3;89;"Rejection";"Obs";3
"1443";0.86785512644491;0.331884929705747;2;89;"Rejection";"Sim";2
"4293787";0.855399246670437;0.359660717386396;2;89;"Rejection";"Obs";2
"1444";0.875619814690614;0.323886554137643;1;89;"Rejection";"Sim";1
"4293786";0.855399246670437;0.359660717386396;1;89;"Rejection";"Obs";1
"1445";0.749196283038176;0.508347775985985;5;90;"Rejection";"Sim";5
"5481890";0.72756356022399;0.535018589348119;5;90;"Rejection";"Obs";5
"1446";0.757836578230452;0.495730930944541;4;90;"Rejection";"Sim";4
"5481889";0.72756356022399;0.535018589348119;4;90;"Rejection";"Obs";4
"1447";0.745957377876778;0.512760361697047;3;90;"Rejection";"Sim";3
"5481888";0.72756356022399;0.535018589348119;3;90;"Rejection";"Obs";3
"1448";0.753101173387535;0.50241215928705;2;90;"Rejection";"Sim";2
"5481887";0.72756356022399;0.535018589348119;2;90;"Rejection";"Obs";2
"1449";0.74898281010815;0.508449713025207;1;90;"Rejection";"Sim";1
"5481886";0.72756356022399;0.535018589348119;1;90;"Rejection";"Obs";1
"1450";0.467447879235209;0.776555331369289;5;91;"Rejection";"Sim";5
"5400465";0.477406300993959;0.768368130309449;5;91;"Rejection";"Obs";5
"1451";0.469788604784954;0.773977871043657;4;91;"Rejection";"Sim";4
"5400464";0.477406300993959;0.768368130309449;4;91;"Rejection";"Obs";4
"1452";0.464498271470569;0.780001936214747;3;91;"Rejection";"Sim";3
"5400463";0.477406300993959;0.768368130309449;3;91;"Rejection";"Obs";3
"1453";0.463566236332974;0.781159957600094;2;91;"Rejection";"Sim";2
"5400462";0.477406300993959;0.768368130309449;2;91;"Rejection";"Obs";2
"1454";0.465392132286455;0.779438940271859;1;91;"Rejection";"Sim";1
"5400461";0.477406300993959;0.768368130309449;1;91;"Rejection";"Obs";1
"1455";0.925230902826965;0.675427493639067;5;92;"Rejection";"Sim";5
"6488990";0.937121318994134;0.66898587436996;5;92;"Rejection";"Obs";5
"1456";0.917572485691405;0.678135969072845;4;92;"Rejection";"Sim";4
"6488989";0.937121318994134;0.66898587436996;4;92;"Rejection";"Obs";4
"1457";0.935762727781451;0.67228628390788;3;92;"Rejection";"Sim";3
"6488988";0.937121318994134;0.66898587436996;3;92;"Rejection";"Obs";3
"1458";0.903259269791344;0.691862169075484;2;92;"Rejection";"Sim";2
"6488987";0.937121318994134;0.66898587436996;2;92;"Rejection";"Obs";2
"1459";0.887310187838352;0.691865524115834;1;92;"Rejection";"Sim";1
"6488986";0.937121318994134;0.66898587436996;1;92;"Rejection";"Obs";1
"1460";0.547475158759575;0.797510781749833;5;93;"Rejection";"Sim";5
"5648470";0.547604426813956;0.795079565099476;5;93;"Rejection";"Obs";5
"1461";0.544048606781251;0.798859430401821;4;93;"Rejection";"Sim";4
"5648469";0.547604426813956;0.795079565099476;4;93;"Rejection";"Obs";4
"1462";0.547271445758351;0.797116665265489;3;93;"Rejection";"Sim";3
"5648468";0.547604426813956;0.795079565099476;3;93;"Rejection";"Obs";3
"1463";0.545874205627844;0.798556012263211;2;93;"Rejection";"Sim";2
"5648467";0.547604426813956;0.795079565099476;2;93;"Rejection";"Obs";2
"1464";0.558250607527863;0.792242357416005;1;93;"Rejection";"Sim";1
"5648466";0.547604426813956;0.795079565099476;1;93;"Rejection";"Obs";1
"1465";0.686664022695398;0.200361283268285;5;94;"Rejection";"Sim";5
"5339840";0.74107337340695;0.0357240833499919;5;94;"Rejection";"Obs";5
"1466";0.689944523565586;0.191340353179337;4;94;"Rejection";"Sim";4
"5339839";0.74107337340695;0.0357240833499919;4;94;"Rejection";"Obs";4
"1467";0.691115663030783;0.188852500580891;3;94;"Rejection";"Sim";3
"5339838";0.74107337340695;0.0357240833499919;3;94;"Rejection";"Obs";3
"1468";0.693783239306105;0.180950747709235;2;94;"Rejection";"Sim";2
"5339837";0.74107337340695;0.0357240833499919;2;94;"Rejection";"Obs";2
"1469";0.706471472876082;0.144155826582201;1;94;"Rejection";"Sim";1
"5339836";0.74107337340695;0.0357240833499919;1;94;"Rejection";"Obs";1
"1470";0.607304704102392;0.65708809486622;5;95;"Rejection";"Sim";5
"1541405";0.616059069429476;0.649495561569157;5;95;"Rejection";"Obs";5
"1471";0.607380423905536;0.657186967227462;4;95;"Rejection";"Sim";4
"1541404";0.616059069429476;0.649495561569157;4;95;"Rejection";"Obs";4
"1472";0.611214009515466;0.652626026553394;3;95;"Rejection";"Sim";3
"1541403";0.616059069429476;0.649495561569157;3;95;"Rejection";"Obs";3
"1473";0.605138045753346;0.660521668257676;2;95;"Rejection";"Sim";2
"1541402";0.616059069429476;0.649495561569157;2;95;"Rejection";"Obs";2
"1474";0.60807361600511;0.657928017352348;1;95;"Rejection";"Sim";1
"1541401";0.616059069429476;0.649495561569157;1;95;"Rejection";"Obs";1
"1475";0.959865633893323;0.0847766238001595;5;96;"Rejection";"Sim";5
"6236975";0.950075281012945;0.112054293008761;5;96;"Rejection";"Obs";5
"1476";0.962077926198898;0.0810712796346039;4;96;"Rejection";"Sim";4
"6236974";0.950075281012945;0.112054293008761;4;96;"Rejection";"Obs";4
"1477";0.958192285517664;0.0885663777917021;3;96;"Rejection";"Sim";3
"6236973";0.950075281012945;0.112054293008761;3;96;"Rejection";"Obs";3
"1478";0.955665391457824;0.0918615121096674;2;96;"Rejection";"Sim";2
"6236972";0.950075281012945;0.112054293008761;2;96;"Rejection";"Obs";2
"1479";0.942906588037569;0.102692158244725;1;96;"Rejection";"Sim";1
"6236971";0.950075281012945;0.112054293008761;1;96;"Rejection";"Obs";1
"1480";0.812042160809456;0.652274430745428;5;97;"Rejection";"Sim";5
"299850";0.833813680038897;0.627789212602605;5;97;"Rejection";"Obs";5
"1481";0.825152359806168;0.64466867919357;4;97;"Rejection";"Sim";4
"299849";0.833813680038897;0.627789212602605;4;97;"Rejection";"Obs";4
"1482";0.807372042106816;0.65515889746614;3;97;"Rejection";"Sim";3
"299848";0.833813680038897;0.627789212602605;3;97;"Rejection";"Obs";3
"1483";0.857292431418098;0.61850628642158;2;97;"Rejection";"Sim";2
"299847";0.833813680038897;0.627789212602605;2;97;"Rejection";"Obs";2
"1484";0.838193041731906;0.63470832162197;1;97;"Rejection";"Sim";1
"299846";0.833813680038897;0.627789212602605;1;97;"Rejection";"Obs";1
"1485";0.75501733366977;0.531300633006391;5;98;"Rejection";"Sim";5
"1076850";0.742725704879089;0.535764431788585;5;98;"Rejection";"Obs";5
"1486";0.750979551343154;0.536565911113837;4;98;"Rejection";"Sim";4
"1076849";0.742725704879089;0.535764431788585;4;98;"Rejection";"Obs";4
"1487";0.758264169172721;0.529661858615123;3;98;"Rejection";"Sim";3
"1076848";0.742725704879089;0.535764431788585;3;98;"Rejection";"Obs";3
"1488";0.759452385126253;0.527080533429257;2;98;"Rejection";"Sim";2
"1076847";0.742725704879089;0.535764431788585;2;98;"Rejection";"Obs";2
"1489";0.749211904620605;0.539716683906134;1;98;"Rejection";"Sim";1
"1076846";0.742725704879089;0.535764431788585;1;98;"Rejection";"Obs";1
"1490";0.583602604901279;0.558830568397753;5;99;"Rejection";"Sim";5
"273305";0.582513129458955;0.560921946887484;5;99;"Rejection";"Obs";5
"1491";0.581001514960183;0.563759054057057;4;99;"Rejection";"Sim";4
"273304";0.582513129458955;0.560921946887484;4;99;"Rejection";"Obs";4
"1492";0.584949962998558;0.556401334324703;3;99;"Rejection";"Sim";3
"273303";0.582513129458955;0.560921946887484;3;99;"Rejection";"Obs";3
"1493";0.587796634374079;0.550357776761164;2;99;"Rejection";"Sim";2
"273302";0.582513129458955;0.560921946887484;2;99;"Rejection";"Obs";2
"1494";0.584171215996927;0.558307259411009;1;99;"Rejection";"Sim";1
"273301";0.582513129458955;0.560921946887484;1;99;"Rejection";"Obs";1
"1495";0.545135869701218;0.663367963284437;5;100;"Rejection";"Sim";5
"2503955";0.571454565349939;0.635394884503202;5;100;"Rejection";"Obs";5
"1496";0.545789136847089;0.66266148124406;4;100;"Rejection";"Sim";4
"2503954";0.571454565349939;0.635394884503202;4;100;"Rejection";"Obs";4
"1497";0.544871385292112;0.663465154758918;3;100;"Rejection";"Sim";3
"2503953";0.571454565349939;0.635394884503202;3;100;"Rejection";"Obs";3
"1498";0.551626255018536;0.653726524277716;2;100;"Rejection";"Sim";2
"2503952";0.571454565349939;0.635394884503202;2;100;"Rejection";"Obs";2
"1499";0.547253785461469;0.659847884406648;1;100;"Rejection";"Sim";1
"2503951";0.571454565349939;0.635394884503202;1;100;"Rejection";"Obs";1
